
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Hydromorphone Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Hydromorphone Hydrochloride, Injection, 4 mg/1 mL (NDC 0409-1304-31)","Revised","02/27/2024","Limited Availability, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-2552-01)","Revised","02/27/2024","Unavailable, 2Q 2025","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-01)","Revised","02/27/2024","Limited Availability, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-05)","Revised","02/27/2024","Unavailable, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-2634-50)","Revised","02/27/2024","Limited Availability, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 1 mg/1 mL (NDC 63323-852-25)","Reverified","03/05/2024","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 2 mg/1 mL (NDC 63323-853-25)","Revised","02/01/2024","Backordered. Next release February 2024.","Check wholesalers for inventory","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 4 mg/1 mL (NDC 63323-854-10)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 10 mg/1 mL (NDC 63323-851-10)","Reverified","03/04/2024","Backordered. Next release March 2024.","Check wholesalers for inventory","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 10 mg/1 mL (NDC 63323-851-15)","Revised","02/01/2024","2 months dating available up request to wholesaler (4/30/2024 expiry)","","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydromorphone Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 10 mg/1 mL (NDC 63323-851-50)","Reverified","02/01/2024","Backordered. Next release February 2024.","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Hydroxypropyl Cellulose (1600000 Wamw) Insert","Bausch & Lomb Incorporated","800-553-5340","Lacrisert, Insert, 5 mg (NDC 24208-800-60)","Reverified","04/01/2024","Unavailable","Resupply expected January 2025; Techinical transfer of drug product","","Regulatory delay","Ophthalmology","Current","","","05/01/2020","","","","","","",""
"I.V. Fat Emulsion","B. Braun Medical Inc.","800-227-2862","Nutrilipid I.v. Fat Emulsion, Emulsion, 20 g/100 mL (NDC 0264-4460-00)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","B. Braun Medical Inc.","800-227-2862","Nutrilipid I.v. Fat Emulsion, Emulsion, 20 g/100 mL (NDC 0264-4460-10)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","B. Braun Medical Inc.","800-227-2862","Nutrilipid I.v. Fat Emulsion, Solution, Emulsion, 20 g/100 mL (NDC 0264-4460-30)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Fresenius Kabi USA, LLC","888-386-1300","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-00)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Fresenius Kabi USA, LLC","888-386-1300","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-74)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Fresenius Kabi USA, LLC","888-386-1300","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-50)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Fresenius Kabi USA, LLC","888-386-1300","Smoflipid 20%, Emulsion, 3 g/100 mL; 6 g/100 mL; 5 g/100 mL; 6 g/100 mL (NDC 63323-820-10)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Baxter Healthcare","888-229-0001","Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-05)","Revised","01/22/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Baxter Healthcare","888-229-0001","Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-08)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Baxter Healthcare","888-229-0001","Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-06)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"I.V. Fat Emulsion","Baxter Healthcare","888-229-0001","Clinolipid 20%, Emulsion, 16 g/100 mL; 4 g/100 mL (NDC 0338-9540-07)","Revised","01/26/2024","","","Available","","Endocrinology/Metabolism; Gastroenterology; Total Parenteral Nutrition","Resolved","01/26/2024","","10/25/2021","","","","","","",""
"Ibrutinib Tablet, Film Coated","AbbVie Inc.","877-877-3536","Imbruvica, Tablet, Film Coated, 560 mg (NDC 57962-560-28)","New","05/22/2023","","No other NDCs are impacted. All other NDCs are still available.","","","Hematology; Oncology","To Be Discontinued","05/22/2023","05/22/2023","05/22/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 50 mg (NDC 49884-056-01)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 50 mg (NDC 49884-056-10)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 25 mg (NDC 49884-055-10)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 25 mg (NDC 49884-055-01)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 10 mg (NDC 49884-054-01)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Imipramine Hydrochloride Tablet","Par Pharmaceutical, Inc.","800-828-9393","Imipramine Hydrochloride, Tablet, 10 mg (NDC 49884-054-10)","Revised","09/15/2023","","ANDA ownership transferred","","","Psychiatry","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Indigotindisulfonate Sodium Injection","Provepharm SAS","610-601-8600","Bludigo, Injection, 8 mg/1 mL (NDC 81284-315-05)","Revised","03/13/2024","","","Available","","Medical Imaging","Resolved","03/13/2024","","08/23/2022","","","","","","",""
"Indigotindisulfonate Sodium Injection","American Regent, Inc.","800-645-1706","Indigo Carmine, Injection, 8 mg/1 mL (NDC 0517-0375-05)","Revised","11/01/2023","","","","Discontinuation of the manufacture of the drug","Medical Imaging","To Be Discontinued","11/01/2023","11/01/2023","08/23/2022","","","","","","",""
"Insulin (human) Injection","Eli Lilly and Co.","800-545-5979","Humulin-R, Injection, 100 [iU]/1 mL, 3mL vial (NDC 0002-0213-01)","New","03/01/2024","","Humulin R U-100 will continue to be available in 10mL vials.","","","Endocrinology/Metabolism","To Be Discontinued","","03/01/2024","03/01/2024","","","","","","",""
"Insulin (human) Injection","Eli Lilly and Co.","800-545-5979","Humulin-R, Injection, 100 [iU]/1 mL, 3 mL vial (NDC 0002-8215-17)","New","03/01/2024","","Humulin R U-100 will continue to be available in 10mL vials.","","","Endocrinology/Metabolism","To Be Discontinued","","03/01/2024","03/01/2024","","","","","","",""
"Insulin Detemir Injection","Novo Nordisk","609-987-5800","Levemir, Injection, 100 [iU]/1 mL (NDC 0169-6432-10)","New","11/08/2023","","Limited supply of Levemir® FlexPen® through the end of 2024. Full brand discontinuation will occur on December 31, 2024.","","","Endocrinology/Metabolism; Other","To Be Discontinued","","11/08/2023","11/08/2023","","","","","","",""
"Insulin Detemir Injection","Novo Nordisk","609-987-5800","Levemir, Injection, 100 [iU]/1 mL (NDC 0169-3687-12)","New","11/08/2023","","Levemir® vials will be available until the end of 2024. Full brand discontinuation will occur on December 31, 2024.","","","Endocrinology/Metabolism; Other","To Be Discontinued","","11/08/2023","11/08/2023","","","","","","",""
"Insulin Lispro Injection","Eli Lilly and Co.","800-545-5979? ","Humalog, Injection, 3mL vial (NDC 0002-7510-17)","New","03/27/2024","","Alternatives include 10 mL vial and KwikPen presentations of Humalog and Insulin Lispro Injection","","","Endocrinology/Metabolism","To Be Discontinued","","03/27/2024","03/27/2024","","","","","","",""
"Insulin Lispro Injection","Eli Lilly and Co.","800-545-5979?","Humalog, Injection, 3mL vial (NDC 0002-7533-01)","New","03/27/2024","","Alternatives include 10 mL vial and KwikPen presentations of Humalog and Insulin Lispro Injection","","","Endocrinology/Metabolism","To Be Discontinued","","03/27/2024","03/27/2024","","","","","","",""
"Interferon Beta-1b Injection","Novartis Pharmaceuticals Corporation","888-669-6682","Extavia, Injection, 0.3 mg/mL (NDC 0078-0569-12)","New","06/23/2023","","","","","Neurology","To Be Discontinued","06/23/2023","06/23/2023","06/23/2023","","","","","","",""
"Iobenguane I-131 Injection","Progenics Pharmaceuticals Inc.","","Azedra, Injection, 15 mCi/1 mL (NDC 71258-015-02)","New","08/23/2023","","This product is being discontinued for lack of commercial demand.","","","Oncology","To Be Discontinued","08/23/2023","08/23/2023","08/23/2023","","","","","","",""
"Iobenguane I-131 Injection","Progenics Pharmaceuticals Inc.","","Azedra, Injection, 15 mCi/1 mL (NDC 71258-015-22)","New","08/23/2023","","This product is being discontinued for lack of commercial demand.","","","Oncology","To Be Discontinued","08/23/2023","08/23/2023","08/23/2023","","","","","","",""
"Isoniazid Tablet","Teva Pharmaceuticals USA, Inc.","888-838-2872; option 3 then 2","Isoniazid Tablets, USP, Tablet, 100 mg (NDC 0555-0066-02)","Revised","02/06/2024","Unavailable, Estimated Recovery Feb 2024","","","Demand increase for the drug","Anti-Infective","Current","","","05/17/2023","","","","","","",""
"Isoniazid Tablet","Teva Pharmaceuticals USA, Inc.","888-838-2872; option 3 then 2","Isoniazid Tablets, USP, Tablet, 300 mg (NDC 0555-0071-02)","Revised","02/06/2024","Allocating existing supply","","","","Anti-Infective","Current","","","05/17/2023","","","","","","",""
"Isoniazid Tablet","Teva Pharmaceuticals USA, Inc.","888-838-2872; option 3 then 2","Isoniazid Tablets, USP, Tablet, 300 mg (NDC 0555-0071-01)","Revised","02/06/2024","Allocating existing supply","","","","Anti-Infective","Current","","","05/17/2023","","","","","","",""
"Itraconazole Capsule","Par Pharmaceutical, Inc.","800-828-9393","Itraconazole, Capsule, 100 mg (NDC 49884-239-11)","New","09/14/2023","","Business decision to discontinue manufacturing of the drug","","","Anti-Infective; Other","To Be Discontinued","09/14/2023","09/14/2023","09/14/2023","","","","","","",""
"Ketamine Hydrochloride Injection","Gland Pharma Limited","866-625-1618","Ketamine Hydrochloride, Injection, 10 mg/1 mL (NDC 25021-682-20)","Revised","03/15/2024","Available","Distributed by Sagent Pharmaceuticals: 1-866-625-1618","","","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Gland Pharma Limited","866-625-1618","Ketamine Hydrochloride, Injection, 50 mg/1 mL (NDC 25021-683-10)","Revised","03/15/2024","Available","Distributed by Sagent Pharmaceuticals: 1-866-625-1618","","","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Gland Pharma Limited","866-625-1618","Ketamine Hydrochloride, Injection, 100 mg/1 mL (NDC 25021-684-05)","Revised","03/15/2024","Available","Distributed by Sagent Pharmaceuticals: 1-866-625-1618","","","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketamine HCl Injection, USP, Injection, 50 mg/1 mL (NDC 0143-9508-10)","Reverified","03/28/2024","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia","Current","","","02/28/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketamine HCl Injection, USP, Injection, 100 mg/1 mL (NDC 0143-9509-10)","Reverified","03/28/2024","Unavailable","Additional lots will be available in the March - April 2024 timeframe. Product will be made available as it is released.","","Demand increase for the drug","Anesthesia","Current","","","02/28/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Par Pharmaceutical, Inc.","800-828-9393","Ketalar, Injection, 10 mg/1 mL (NDC 42023-113-10)","Reverified","04/02/2024","Unavailable","Recovery: TBD","","Shortage of an active ingredient","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Par Pharmaceutical, Inc.","800-828-9393","Ketalar, Injection, 100 mg/1 mL (NDC 42023-115-10)","Reverified","04/02/2024","Unavailable","Recovery: TBD","","Shortage of an active ingredient","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Par Pharmaceutical, Inc.","800-828-9393","Ketalar, Injection, 50 mg/1 mL (NDC 42023-114-10)","Reverified","04/02/2024","Unavailable","Recovery: TBD","","Shortage of an active ingredient","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 10 mg/1 mL (NDC 55150-438-10)","Revised","03/22/2024","Available","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 50 mg/1 mL (NDC 55150-439-10)","Reverified","03/21/2024","Unavailable","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 100 mg/1 mL (NDC 55150-440-10)","Reverified","03/21/2024","Unavailable","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 100 mg/1 mL (NDC 0409-2051-05)","Revised","02/27/2024","Limited Availability, 3Q 2024","Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketamine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Ketamine Hydrochloride, Injection, 50 mg/1 mL (NDC 0409-2053-10)","Revised","02/27/2024","Unavailable, 1Q 2025","Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Anesthesia","Current","","","02/16/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 15 mg/1 mL (NDC 63323-161-01)","Reverified","03/18/2024","Available","Check wholesaler for inventory","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 30 mg/1 mL (NDC 63323-162-01)","Reverified","03/18/2024","Available","Check wholesaler for inventory.","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 30 mg/1 mL (NDC 63323-162-02)","Reverified","03/18/2024","Available","Check wholesaler for inventory.","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 70860-700-01)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 70860-701-01)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 70860-701-02)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Injection, 15 mg/1 mL (NDC 25021-700-01)","Revised","03/06/2024","Available","","","","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Injection, 30 mg/1 mL (NDC 25021-701-02)","Revised","03/06/2024","Available","","","","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Injection, 30 mg/1 mL (NDC 25021-701-01)","Revised","03/06/2024","Available","","","","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 15 mg/1 mL (NDC 0409-3793-01)","Revised","02/27/2024","Limited Availability, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 30 mg/1 mL (NDC 0409-3795-01)","Revised","02/27/2024","Unavailable, 2Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 60 mg/2 mL (NDC 0409-3796-01)","Revised","02/27/2024","Unavailable, 3Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Baxter Healthcare","888-229-0001","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0338-0069-10)","Reverified","03/05/2024","Limited Availability, Recovery June 2024","","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine Injection, USP, Injection, 15 mg/1 mL (NDC 0641-6041-25)","Reverified","03/28/2024","Unavailable","Shortage recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine Injection, USP, Injection, 30 mg/1 mL (NDC 0641-6042-25)","Reverified","03/28/2024","Unavailable","Shortage recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine Injection, USP, Injection, 30 mg/1 mL (NDC 0641-6043-25)","Reverified","03/28/2024","Unavailable","Shortage recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Baxter Healthcare","888-229-0001","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)","Reverified","03/18/2024","Limited Availability, May 2024","FOR INTRAVENOUS AND INTRAMUSCULAR USE. 30mg/mL (1 mL fill volume/ 2 mL container)","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 15 mg/1 mL (NDC 76045-107-10)","Reverified","03/18/2024","Not available at this time.","Check wholesaler for inventory.","","Demand increase for the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 30 mg/1 mL (NDC 76045-104-10)","Reverified","03/18/2024","RFID NDC 76045-0209-10 release April 2024.","Check wholesaler for inventory.","","Demand increase for the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 60 mg/2 mL (NDC 76045-105-20)","Reverified","03/18/2024","Available","Check wholesaler for inventory","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","609-250-7990","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 72266-118-25)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","609-250-7990","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 72266-119-25)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Injection, 15 mg/1 mL (NDC 62332-599-25)","Reverified","02/01/2024","Product available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Injection, 30 mg/1 mL (NDC 62332-600-25)","Reverified","02/01/2024","Product available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Injection, 60 mg/2 mL (NDC 62332-601-25)","Reverified","02/01/2024","Product available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 70860-701-03)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 70860-700-02)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","855-273-0154","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 70860-701-04)","Revised","03/15/2024","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Labetalol Hydrochloride Tablet","Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 100 mg (NDC 0591-0605-01)","New","03/11/2024","","Permanent discontinuation in the manufacturing of the drug","","","Cardiovascular","To Be Discontinued","","03/11/2024","03/11/2024","","","","","","",""
"Labetalol Hydrochloride Tablet","Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 100 mg (NDC 0591-0605-05)","New","03/11/2024","","Permanent discontinuation in the manufacturing of the drug","","","Cardiovascular","To Be Discontinued","","03/11/2024","03/11/2024","","","","","","",""
"Labetalol Hydrochloride Tablet","Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 200 mg (NDC 0591-0606-01)","New","03/11/2024","","Permanent discontinuation in the manufacturing of the drug","","","Cardiovascular","To Be Discontinued","","03/11/2024","03/11/2024","","","","","","",""
"Labetalol Hydrochloride Tablet","Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 200 mg (NDC 0591-0606-05)","New","03/11/2024","","Permanent discontinuation in the manufacturing of the drug","","","Cardiovascular","To Be Discontinued","","03/11/2024","03/11/2024","","","","","","",""
"Labetalol Hydrochloride Tablet","Actavis LLC, an indirect wholly owned subsidiary of Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 300 mg (NDC 0591-0607-01)","New","03/11/2024","","Permanent discontinuation in the manufacturing of the drug","","","Cardiovascular","To Be Discontinued","","03/11/2024","03/11/2024","","","","","","",""
"Lanthanum Carbonate Tablet, Chewable","Takeda Pharmaceuticals USA Inc.","877-TAKEDA-7 (1-877-825-3327)","Tablet, Chewable, 500 mg (NDC 66993-422-85)","New","02/06/2024","","30 Apr 2024; Branded FOSRENOL will continue to be available","","","Renal","To Be Discontinued","","02/06/2024","02/06/2024","","","","","","",""
